Id,CIF,Entidad_Norm,Provincia_Entidad,ID_ENTIDAD,NIF_COD,ACRONIMO,NOMBRE_ENTIDAD,Nombre_Entidad_Mostrar,TIPO_ENTIDAD_N1_1,TIPO_ENTIDAD_N2_1,DIRECCION_POSTAL,COD_POSTAL,COD_PROVINCIA,PROVINCIA,COD_CCAA,CCAA,ENLACE_WEB,SOMMA,TIPO_ENTIDAD_REGIONAL,ESTADO_x,CodigoInvente,DenominacionSocial,FormaJuridica_Codigo,FormaJuridica_Descripcion,NIF,codigoDir3,codigoOrigen,Provincia_Codigo,C_ID_UD_ORGANICA,C_DNM_UD_ORGANICA,C_ID_NIVEL_ADMON,C_ID_TIPO_ENT_PUBLICA,N_NIVEL_JERARQUICO,C_ID_DEP_UD_SUPERIOR,C_DNM_UD_ORGANICA_SUPERIOR,C_ID_DEP_UD_PRINCIPAL,C_DNM_UD_ORGANICA_PRINCIPAL,B_SW_DEP_EDP_PRINCIPAL,C_ID_DEP_EDP_PRINCIPAL,C_DNM_UD_ORGANICA_EDP_PRINCIPAL,C_ID_ESTADO,D_VIG_ALTA_OFICIAL,NIF_CIF,C_ID_AMB_PROVINCIA,C_DESC_PROV,CONTACTOS,List_Entidad_Norm,List_Provincia_Entidad,List_CIF
13450,,instituto nacional del carbon csic incar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto nacional del carbon csic incar,,
13451,,instituto oceanografico de canarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto oceanografico de canarias,,
13452,,instituto para el desarrollo empresarial indem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto para el desarrollo empresarial indem,,
13453,,instituto para el desarrollo tecnologico y la innovacion en comunicaciones idetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto para el desarrollo tecnologico y la innovacion en comunicaciones idetic,,
13454,,instituto pascual madoz del territorio urbanis y medio ambiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto pascual madoz del territorio urbanis y medio ambiente,,
13455,,instituto pirenaico de ecologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto pirenaico de ecologia,,
13456,,instituto pirenaico de ecologia ipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto pirenaico de ecologia ipe,,
13457,,instituto pluridisciplinar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto pluridisciplinar,,
13458,,instituto politecnico de castelo branco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto politecnico de castelo branco,,
13459,,instituto politecnico de coimbra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto politecnico de coimbra,,
13460,,instituto politecnico de portalegre ipp prtalegre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto politecnico de portalegre ipp prtalegre,,
13461,,instituto quimico de sarria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto quimico de sarria,,
13462,,instituto ramon y cajal de investigacion sanitaria irycis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto ramon y cajal de investigacion sanitaria irycis,,
13463,,instituto regional de investigacion cientifica aplicada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto regional de investigacion cientifica aplicada,,
13464,,instituto regional de investigacion y desarrollo agroalimentario y forestal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto regional de investigacion y desarrollo agroalimentario y forestal,,
13465,,instituto regional de investigacion y desarrollo agroalimentario y forestal de castilla la mancha iriaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto regional de investigacion y desarrollo agroalimentario y forestal de castilla la mancha iriaf,,
13466,,instituto sistesis quimica y catalisis homogenea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto sistesis quimica y catalisis homogenea,,
13467,,instituto sobre desarrollo empresarial carmen vidal ballester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto sobre desarrollo empresarial carmen vidal ballester,,
13468,,instituto superior de engenharia do porto isep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto superior de engenharia do porto isep,,
13469,,instituto superior de secretariado y administracion issa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto superior de secretariado y administracion issa,,
13470,,instituto superior tecnico de lisboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto superior tecnico de lisboa,,
13471,,instituto tecnologico agroalimentario de extremadura cicytex intaex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto tecnologico agroalimentario de extremadura cicytex intaex,,
13472,,instituto tecnologico de materiales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto tecnologico de materiales,,
13473,,instituto teofilo hernando ith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto teofilo hernando ith,,
13474,,instituto univ de biologia molecular y celular del cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto univ de biologia molecular y celular del cancer,,
13475,,instituto univ de ciencias y tecnologias ciberneticas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto univ de ciencias y tecnologias ciberneticas,,
13476,,instituto univ sistemas inteligentes y aplicaciones numericas en ingenieria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto univ sistemas inteligentes y aplicaciones numericas en ingenieria,,
13477,,instituto universit estudios e desenvolvemento de galicia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universit estudios e desenvolvemento de galicia,,
13478,,instituto universitario agustin millares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario agustin millares,,
13479,,instituto universitario biodiversidad cibio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario biodiversidad cibio,,
13480,,instituto universitario centro ortega y gasset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario centro ortega y gasset,,
13481,,instituto universitario cinquima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario cinquima,,
13482,,instituto universitario cmt motores termicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario cmt motores termicos,,
13483,,instituto universitario de acuicultura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de acuicultura,,
13484,,instituto universitario de acuicultura sostenible y ecosistemas marinos iu ecoaqua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de acuicultura sostenible y ecosistemas marinos iu ecoaqua,,
13485,,instituto universitario de analisis y aplicaciones textuales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de analisis y aplicaciones textuales,,
13486,,instituto universitario de arqueologia iberica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de arqueologia iberica,,
13487,,instituto universitario de automatica e informatica industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de automatica e informatica industrial,,
13488,,instituto universitario de automatica e informatica industrial ai2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de automatica e informatica industrial ai2,,
13489,,instituto universitario de bio organica antonio gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de bio organica antonio gonzalez,,
13490,,instituto universitario de biologia molecular de plantas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de biologia molecular de plantas,,
13491,,instituto universitario de biologia molecular y celular del cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de biologia molecular y celular del cancer,,
13492,,instituto universitario de biomedicina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de biomedicina,,
13493,,instituto universitario de biomedicina ibiomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de biomedicina ibiomed,,
13494,,instituto universitario de biotecnologia de asturias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de biotecnologia de asturias,,
13495,,instituto universitario de catalisis homogenea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de catalisis homogenea,,
13496,,instituto universitario de ciencia molec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de ciencia molec,,
13497,,instituto universitario de ciencia y tecnologia del hormigon icitech de la universitat politecnica de valencia upv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de ciencia y tecnologia del hormigon icitech de la universitat politecnica de valencia upv,,
13498,,instituto universitario de ciencias ambientales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de ciencias ambientales,,
13499,,instituto universitario de ciencias ambientales iuca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de ciencias ambientales iuca,,
13500,,instituto universitario de ciencias de la construccion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de ciencias de la construccion,,
13501,,instituto universitario de ciencias de la educacion iuce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de ciencias de la educacion iuce,,
13502,,instituto universitario de ciencias de la salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de ciencias de la salud,,
13503,,instituto universitario de ciencias musicales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de ciencias musicales,,
13504,,instituto universitario de ciencias politicas y sociales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de ciencias politicas y sociales,,
13505,,instituto universitario de conservacion y mejora de la agrodiversidad valenciana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de conservacion y mejora de la agrodiversidad valenciana,,
13506,,instituto universitario de criminologia y ciencias penales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de criminologia y ciencias penales,,
13507,,instituto universitario de cultura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de cultura,,
13508,,instituto universitario de derecho industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de derecho industrial,,
13509,,instituto universitario de derechos humanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de derechos humanos,,
13510,,instituto universitario de derechos humanos democracia y cultura de paz y no violencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de derechos humanos democracia y cultura de paz y no violencia,,
13511,,instituto universitario de desarrollo social y paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de desarrollo social y paz,,
13512,,instituto universitario de economia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de economia,,
13513,,instituto universitario de economia internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de economia internacional,,
13514,,instituto universitario de economia social y cooperativa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de economia social y cooperativa,,
13515,,instituto universitario de enfermedades tropicales y salud publica de canarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de enfermedades tropicales y salud publica de canarias,,
13516,,instituto universitario de estudios biofuncionales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de estudios biofuncionales,,
13517,,instituto universitario de estudios de desarrollo regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de estudios de desarrollo regional,,
13518,,instituto universitario de estudios de l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de estudios de l,,
13519,,instituto universitario de estudios de la mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de estudios de la mujer,,
13520,,instituto universitario de estudios de la mujer iuem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de estudios de la mujer iuem,,
13521,,instituto universitario de estudios de las mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de estudios de las mujeres,,
13522,,instituto universitario de estudios irlandeses amergin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de estudios irlandeses amergin,,
13523,,instituto universitario de estudios sobre america latina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de estudios sobre america latina,,
13524,,instituto universitario de fisica aplicada a las ciencias y las tecnologias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de fisica aplicada a las ciencias y las tecnologias,,
13525,,instituto universitario de fisica fundamental y matematicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de fisica fundamental y matematicas,,
13526,,instituto universitario de fisica fundamental y matematicas de la universidad de salamanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de fisica fundamental y matematicas de la universidad de salamanca,,
13527,,instituto universitario de genetica humana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de genetica humana,,
13528,,instituto universitario de geografia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de geografia,,
13529,,instituto universitario de geologia isidro parga pondal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de geologia isidro parga pondal,,
13530,,instituto universitario de historia jaume vicens i vives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de historia jaume vicens i vives,,
13531,,instituto universitario de ingenieria de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de ingenieria de,,
13532,,instituto universitario de ingenieria de procesos quimicos iipq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de ingenieria de procesos quimicos iipq,,
13533,,instituto universitario de ingenieria energetica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de ingenieria energetica,,
13534,,instituto universitario de integracion en la comunidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de integracion en la comunidad,,
13535,,instituto universitario de investigacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion,,
13536,,instituto universitario de investigacion centro de investigacion operativa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion centro de investigacion operativa,,
13537,,instituto universitario de investigacion de empresa iuie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion de empresa iuie,,
13538,,instituto universitario de investigacion de estudios de genero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion de estudios de genero,,
13539,,instituto universitario de investigacion de ingenieria oceanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion de ingenieria oceanica,,
13540,,instituto universitario de investigacion de matematicas de la universidad de sevilla imus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion de matematicas de la universidad de sevilla imus,,
13541,,instituto universitario de investigacion de matematicas de la universidad de sevilla imus instituto universitario de investiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion de matematicas de la universidad de sevilla imus instituto universitario de investiga,,
13542,,instituto universitario de investigacion de matematicas de la universidad de sevilla imus unidad de investigacion en matemati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion de matematicas de la universidad de sevilla imus unidad de investigacion en matemati,,
13543,,instituto universitario de investigacion de matematicas de la universidad de sevilla imus unidad de investigacion en matematic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion de matematicas de la universidad de sevilla imus unidad de investigacion en matematic,,
13544,,instituto universitario de investigacion de materiales avanzados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion de materiales avanzados,,
13545,,instituto universitario de investigacion de materiales avanzados instituto universitario de investigacion de materiales avanzado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion de materiales avanzados instituto universitario de investigacion de materiales avanzado,,
13546,,instituto universitario de investigacion de neurociencias federico oloriz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion de neurociencias federico oloriz,,
13547,,instituto universitario de investigacion del agua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion del agua,,
13548,,instituto universitario de investigacion en arqueologia iberica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en arqueologia iberica,,
13549,,instituto universitario de investigacion en arqueologia y patrimonio historico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en arqueologia y patrimonio historico,,
13550,,instituto universitario de investigacion en ciencia y tecnologias de la sostenibilidad is upc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en ciencia y tecnologias de la sostenibilidad is upc,,
13551,,instituto universitario de investigacion en ciencias ambientales de aragon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en ciencias ambientales de aragon,,
13552,,instituto universitario de investigacion en ciencias policiales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en ciencias policiales,,
13553,,instituto universitario de investigacion en estudios ambientales y recursos naturales i unat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en estudios ambientales y recursos naturales i unat,,
13554,,instituto universitario de investigacion en estudios norteamericanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en estudios norteamericanos,,
13555,,instituto universitario de investigacion en ingenieria de aragon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en ingenieria de aragon,,
13556,,instituto universitario de investigacion en nanociencia de aragon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en nanociencia de aragon,,
13557,,instituto universitario de investigacion en nanociencia de aragon instituto universitario de investigacion en nanociencia de ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en nanociencia de aragon instituto universitario de investigacion en nanociencia de ar,,
13558,,instituto universitario de investigacion en optica y nanofisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en optica y nanofisica,,
13559,,instituto universitario de investigacion en optica y nanofisica universidad de murcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en optica y nanofisica universidad de murcia,,
13560,,instituto universitario de investigacion en patrimonio y humanidades iph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en patrimonio y humanidades iph,,
13561,,instituto universitario de investigacion en quimica fina y nanoqumica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en quimica fina y nanoqumica,,
13562,,instituto universitario de investigacion en quimica fina y nanoqumica instituto universitario de investigacion en quimica fina y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en quimica fina y nanoqumica instituto universitario de investigacion en quimica fina y,,
13563,,instituto universitario de investigacion en trafico y seguridad vial intras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion en trafico y seguridad vial intras,,
13564,,instituto universitario de investigacion garcia oviedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion garcia oviedo,,
13565,,instituto universitario de investigacion informatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion informatica,,
13566,,instituto universitario de investigacion miguel de cervantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion miguel de cervantes,,
13567,,instituto universitario de investigacion mixto circe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion mixto circe,,
13568,,instituto universitario de investigacion neuroquimica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion neuroquimica,,
13569,,instituto universitario de investigacion para desarrollo social y sostenible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion para desarrollo social y sostenible,,
13570,,instituto universitario de investigacion propio de historia y arqueologia maritimas inharmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion propio de historia y arqueologia maritimas inharmar,,
13571,,instituto universitario de investigacion tecnologica iit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto universitario de investigacion tecnologica iit,,
